uid,random_state,k,final_k,allow_explanations,num_prompts,temperature,selection_style,prompt_style,embedding_level,title_threshold,min_sim_quantile,model,usage,unmatched_count,like_example_size,like_feedback_size,like_eval_size,dislike_example_size,dislike_feedback_size,dislike_eval_size,recall_final,precision_final,ndcg_final,ils_final,ap_final,dq_final
41335,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2319,2,10,140,75,10,47,28,0.28,0.5,0.5889937584048257,0.7057904484479022,0.6695564387882499,0.2
41335,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2318,2,10,140,75,10,47,28,0.3333333333333333,0.5,0.5919338674461065,0.710000255869725,0.6837700672220797,0.2
58604,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2411,0,10,140,75,10,26,18,0.2933333333333333,0.7,0.7528537793321924,0.7941391113040804,0.7854465930955867,0.45
58604,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2414,0,10,140,75,10,26,18,0.2933333333333333,0.8,0.8238115021611119,0.7931379121218278,0.8187392185128253,0.5
58604,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2405,0,10,140,75,10,26,18,0.2933333333333333,0.9,0.8224499504579283,0.7916479291586151,0.8028041506137482,0.15
61875,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2246,0,10,141,75,10,98,54,0.36,0.55,0.5070210523962055,0.7855274606145835,0.5268294822222841,0.15
55899,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2276,1,10,142,75,10,88,49,0.1866666666666666,0.3,0.4108245898879068,0.7957466541703025,0.4695750519260582,0.15
61875,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2258,0,10,141,75,10,98,54,0.36,0.6,0.5658281905655049,0.7870092440769539,0.5822064663492681,0.15
69820,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2302,0,10,142,76,10,18,14,0.3684210526315789,0.65,0.5851793941816701,0.772198243150655,0.5396805638891552,0.5
29947,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2295,0,10,142,75,10,11,10,0.32,0.75,0.7418550705230532,0.7853589353638566,0.6837613339103277,0.4
24573,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2228,0,10,141,75,10,17,13,0.2933333333333333,0.75,0.6589813671300249,0.7950352846337185,0.5814765353755291,0.45
69820,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2302,0,10,142,76,10,18,14,0.3684210526315789,0.65,0.5851793941816701,0.772198243150655,0.5396805638891552,0.5
55899,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2276,1,10,142,75,10,88,49,0.1866666666666666,0.3,0.4108245898879068,0.7957466541703025,0.4695750519260582,0.15
24573,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2243,0,10,141,75,10,17,13,0.2133333333333333,0.65,0.7237685345524915,0.7956663820037223,0.8012110676990709,0.0
29947,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2295,0,10,142,75,10,11,10,0.32,0.75,0.7418550705230532,0.7853589353638566,0.6837613339103277,0.4
24573,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2267,0,10,141,75,10,17,13,0.2133333333333333,0.65,0.7237685345524915,0.7956663820037223,0.8012110676990709,0.0
61875,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2246,0,10,141,75,10,98,54,0.36,0.55,0.5070210523962055,0.7855274606145835,0.5268294822222841,0.15
29947,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2333,0,10,142,75,10,11,10,0.3066666666666666,0.75,0.803201252674624,0.7900222784294383,0.8529297297989249,0.45
69820,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2318,0,10,142,76,10,18,14,0.2631578947368421,0.55,0.4569121528038595,0.7711172417815257,0.3970502336930355,0.5
55899,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2296,1,10,142,75,10,88,49,0.2,0.35,0.4705510120096574,0.794514240166388,0.5670089965504053,0.2
36082,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2233,0,10,143,76,10,38,24,0.3684210526315789,0.75,0.6889814701365692,0.800262665835415,0.6681367011901068,0.65
54017,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2266,0,10,143,76,10,18,13,0.2236842105263158,0.6,0.6406240571508692,0.7890353867437957,0.6818385652015683,0.4
18295,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2264,0,10,143,76,10,48,29,0.2894736842105263,0.6,0.5715886559318337,0.7810969019895785,0.57600731827512,0.4
18295,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2264,0,10,143,76,10,48,29,0.2894736842105263,0.6,0.5715886559318337,0.7810969019895785,0.57600731827512,0.4
36082,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2211,0,10,143,76,10,38,24,0.3947368421052631,0.8,0.7263673847437894,0.798838033959329,0.7001618726560678,0.75
20897,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2334,0,10,143,76,10,37,23,0.4210526315789473,0.75,0.7935001430048553,0.7870926160672618,0.8262035393227343,0.5
18295,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2285,0,10,143,76,10,48,29,0.3289473684210526,0.65,0.6210411273086122,0.7838508637263758,0.6341751665087578,0.4
15783,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2287,1,10,143,76,10,48,28,0.1578947368421052,0.3,0.332970822138698,0.7909090424109713,0.3188464004176078,0.45
15783,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2301,1,10,143,76,10,48,28,0.1578947368421052,0.3,0.332970822138698,0.7909090424109713,0.3188464004176078,0.45
54017,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2272,1,10,143,76,10,18,13,0.2894736842105263,0.7,0.71855188150423,0.7834656082260785,0.7491275159309214,0.3
54017,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2266,0,10,143,76,10,18,13,0.2236842105263158,0.6,0.6406240571508692,0.7890353867437957,0.6818385652015683,0.4
15783,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2299,1,10,143,76,10,48,28,0.1578947368421052,0.3,0.3339301506136259,0.7936354415025288,0.3162601672063746,0.55
20897,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2334,0,10,143,76,10,37,23,0.4210526315789473,0.75,0.7935001430048553,0.7870926160672618,0.8262035393227343,0.5
36082,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2233,0,10,143,76,10,38,24,0.3684210526315789,0.75,0.6889814701365692,0.800262665835415,0.6681367011901068,0.65
20897,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2334,0,10,143,76,10,37,23,0.4210526315789473,0.75,0.7935001430048553,0.7870926160672618,0.8262035393227343,0.5
32308,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2042,2,10,144,76,10,141,75,0.25,0.3,0.2810332200172286,0.799809065502009,0.2617812923230879,0.15
32308,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2053,2,10,144,76,10,141,75,0.25,0.25,0.2393478244379053,0.7940506172857014,0.2239646696612641,0.15
32308,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2046,2,10,144,76,10,141,75,0.2763157894736842,0.3,0.2837996879122378,0.7935786520547278,0.2783940545608502,0.2
24592,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,1987,0,10,146,77,10,42,25,0.3376623376623376,0.85,0.8734269619810284,0.7868236206137289,0.879960818550215,0.8
38927,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2225,0,10,145,77,10,24,17,0.3636363636363636,0.75,0.7131437269226021,0.7837521233104993,0.650380013433419,0.45
38927,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2225,0,10,145,77,10,24,17,0.3506493506493506,0.75,0.7136704063418594,0.7838173584467668,0.6530115923807874,0.45
24592,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2301,0,10,146,77,10,42,25,0.3116883116883117,0.7,0.7235625322026107,0.8003271774412978,0.7066737738525662,0.25
66390,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2421,0,10,144,77,10,60,34,0.2987012987012987,0.6,0.5757512085502484,0.7835166010804714,0.5139705356133375,0.45
38927,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2225,0,10,145,77,10,24,17,0.3506493506493506,0.75,0.7136704063418594,0.7838173584467668,0.6530115923807874,0.45
33943,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2270,0,10,144,76,10,15,12,0.3026315789473684,0.7,0.6405092311712577,0.7963198794715055,0.6190054903386946,0.35
33943,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2269,0,10,144,76,10,15,12,0.3421052631578947,0.75,0.8199563547242381,0.7941708400960035,0.9068773355557412,0.4
33943,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2270,0,10,144,76,10,15,12,0.3026315789473684,0.7,0.6405092311712577,0.7963198794715055,0.6190054903386946,0.35
66390,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2415,0,10,144,77,10,60,34,0.1948051948051948,0.5,0.5689499171603002,0.7749140716060665,0.5886796358526235,0.7
24592,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2219,0,10,146,77,10,42,25,0.3636363636363636,0.7,0.7633511744062798,0.7825934679444391,0.8358231375607537,0.9
66390,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2421,0,10,144,77,10,60,34,0.2987012987012987,0.6,0.5757512085502484,0.7835166010804714,0.5139705356133375,0.45
60863,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2021,0,10,146,77,10,69,39,0.3116883116883117,0.45,0.5597397922051079,0.7854721890708528,0.6562598100214199,0.6
60863,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2021,0,10,146,77,10,69,39,0.3116883116883117,0.45,0.5597397922051079,0.7854721890708528,0.6562598100214199,0.6
60863,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2021,0,10,146,77,10,69,39,0.3116883116883117,0.45,0.5597397922051079,0.7854721890708528,0.6562598100214199,0.6
30897,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,1967,0,10,146,78,10,55,32,0.2948717948717949,0.55,0.6050787108160782,0.7879665153188038,0.6630173477193602,0.5
30897,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,1967,0,10,146,78,10,55,32,0.282051282051282,0.65,0.6820720294098344,0.7907933929391914,0.715776615455408,0.5
267,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2240,0,10,148,78,10,121,65,0.282051282051282,0.4,0.4921762721620062,0.7917213477281477,0.5586820895392877,0.5
267,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2240,0,10,148,78,10,121,65,0.282051282051282,0.4,0.4921762721620062,0.7917213477281477,0.5586820895392877,0.5
267,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2287,0,10,148,78,10,121,65,0.282051282051282,0.4,0.3507392734109351,0.7917213477281477,0.3475908196980178,0.5
22035,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2296,0,10,148,78,10,20,14,0.2948717948717949,0.6,0.6719255051027101,0.7828394728697473,0.7516488243868273,0.65
22035,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2277,0,10,148,78,10,20,14,0.3717948717948718,0.85,0.8527209917389366,0.7915193583695586,0.8287505010898976,0.2
69716,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2298,0,10,147,78,10,36,23,0.1923076923076923,0.5,0.5408717140559905,0.7689813988688109,0.529168611746011,0.35
22035,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2302,1,10,148,78,10,20,14,0.2692307692307692,0.6,0.6610286458008378,0.7834882334741499,0.7206397844071992,0.45
69716,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2330,0,10,147,78,10,36,23,0.2051282051282051,0.55,0.6181870498107225,0.7796671184659452,0.6534499940633842,0.55
69716,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2320,0,10,147,78,10,36,23,0.2051282051282051,0.55,0.595802715752591,0.7785991027851028,0.6432450805128824,0.35
30897,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,1967,0,10,146,78,10,55,32,0.282051282051282,0.65,0.6820720294098344,0.7907933929391914,0.715776615455408,0.5
19741,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2015,0,10,150,80,10,82,45,0.1875,0.35,0.3028854737617814,0.7990033887804288,0.2953674232544201,0.2
19741,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2031,0,10,150,80,10,82,45,0.15,0.3,0.2425195327160877,0.795887265941928,0.2065302239470196,0.2
31193,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2283,0,10,150,79,10,45,27,0.240506329113924,0.65,0.7054589140112548,0.7902224806175414,0.761420462062877,0.0
8858,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2223,0,10,150,80,10,16,13,0.425,0.7,0.6828564371826081,0.7839035077498306,0.6504943925183861,0.75
19741,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2129,0,10,150,80,10,82,45,0.2,0.45,0.4395724492704789,0.7936548635011091,0.4554971698837797,0.15
31193,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2315,0,10,150,79,10,45,27,0.3037974683544304,0.5,0.5599129715201961,0.7852376989731147,0.618004007301608,0.55
13014,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2347,1,10,149,79,10,23,16,0.3670886075949367,0.8,0.7368361180979773,0.7857150603139469,0.7129538723230675,0.5
8858,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2223,0,10,150,80,10,16,13,0.425,0.7,0.6828564371826081,0.7839035077498306,0.6504943925183861,0.75
12986,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2334,3,10,150,80,10,16,13,0.3625,0.9,0.9142686819567312,0.7887031493859687,0.9137199015294992,0.55
31193,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2283,0,10,150,79,10,45,27,0.240506329113924,0.65,0.7054589140112548,0.7902224806175414,0.761420462062877,0.0
8858,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2223,0,10,150,80,10,16,13,0.425,0.7,0.6828564371826081,0.7839035077498306,0.6504943925183861,0.75
12986,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2347,3,10,150,80,10,16,13,0.2125,0.75,0.7412943469085695,0.7835574163485786,0.7098594718834657,0.6
13014,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2347,1,10,149,79,10,23,16,0.3670886075949367,0.8,0.7368361180979773,0.7857150603139469,0.7129538723230675,0.5
12986,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2328,3,10,150,80,10,16,13,0.3625,0.9,0.9142686819567312,0.7893928787568447,0.9137199015294992,0.55
13014,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2376,1,10,149,79,10,23,16,0.3544303797468354,0.8,0.7432171416676555,0.7867313151353634,0.7373853436295387,0.45
38047,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2026,0,10,151,80,10,20,14,0.3375,0.95,0.961615361834617,0.7918802408459689,0.971106884386683,0.8
38047,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2232,0,10,151,80,10,20,14,0.325,0.9,0.9252590738460782,0.792933364690026,0.9502265892861868,0.7
70782,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2164,0,10,150,80,10,36,23,0.1,0.4,0.5143224950846069,0.7864501959476714,0.5966842262914245,0.0
28452,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2247,0,10,150,80,10,55,32,0.1875,0.45,0.5432583059207923,0.7879418822985899,0.6127189502963496,0.25
28452,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2215,0,10,150,80,10,55,32,0.225,0.6,0.5541548880638111,0.7881028976345854,0.5326411705339723,0.35
70782,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2164,0,10,150,80,10,36,23,0.1,0.4,0.5143224950846069,0.7864501959476714,0.5966842262914245,0.0
38047,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2229,0,10,151,80,10,20,14,0.3125,0.75,0.7679629922609029,0.7827926555618266,0.7509594136084072,0.5
42773,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2259,0,10,150,80,10,12,10,0.2875,0.65,0.6606965244206913,0.7841842252738307,0.6217159100789131,0.35
70782,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2162,0,10,150,80,10,36,23,0.1625,0.5,0.5800982776176402,0.7883288997367536,0.6070935830165707,0.0
28452,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2233,0,10,150,80,10,55,32,0.1875,0.45,0.5432583059207923,0.7873262805746558,0.6127189502963496,0.25
42773,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2219,0,10,150,80,10,12,10,0.3625,0.8,0.852918890152993,0.7830723837122825,0.9147723264867228,0.45
3304,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2326,0,10,150,80,10,90,50,0.275,0.7,0.6856650862575668,0.794125340008935,0.6333355842643769,0.4
3304,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2291,0,10,150,80,10,90,50,0.3125,0.55,0.6761306986231497,0.8046159882842143,0.8327496037674056,0.15
3304,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2315,0,10,150,80,10,90,50,0.3,0.7,0.7131734322783084,0.7967213936804755,0.7401989445023499,0.35
42773,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2336,0,10,150,80,10,12,10,0.2875,0.6,0.6534480907982966,0.7795143785702988,0.6777575767455798,0.35
13472,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2052,0,10,151,80,10,62,35,0.275,0.5,0.4121887800661567,0.7970658755265619,0.3484300396026402,0.35
69875,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2034,0,10,151,80,10,21,15,0.2875,0.75,0.8061214387226537,0.7913215923132575,0.8588057981749934,0.1
69469,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,1968,0,10,151,80,10,14,12,0.3,0.9,0.9310524987068722,0.7920037752022991,0.974781776745786,0.5
13472,22222,10,20,False,3,0.0,stratified,cot,4,0.75,0.99,gpt,2327,1,10,151,80,10,62,35,0.2625,0.6,0.6767217021544258,0.7945917665356182,0.7403430030152166,0.15
